psid,study1,scholarshipCondition,gpa1,gpa2,gpa1value,gpa2value,name1,name2,club1,club2,scholarship,Q40,Q102,Q43,Q44,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q13,Q14,Q103_4,Q42,Q46,Q48,Q50,Q52_1,Q52_2,Q54,Q56,Q58,Q60_1,Q60_2,Q62,Q64,Q66,Q68_1,Q68_2,Q70,Q72,Q74,Q76_1,Q76_2,Q78,Q126,Q72,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98_1,Q98_2,Q100,Q102,Q104,Q106_1,Q106_2,Q108,Q110,Q112,Q114_1,Q114_2,Q116,Q118,Q120,Q122_1,Q122_2,Q124
EQMtgbNuEMusJTTqqpnGPA**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,22,1,1,5,3,3,1,,,100,81,80,100,81,100,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMusk2qMkZE9ZQ**,3,,,,,,,,,,,,1,2,2,47,1,9,6,3,1,,,1,100,0,100,100,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuSkkpsjTx8jQ**,3,,,,,,,,,,,,1,2,2,44,1,3,6,4,1,,,2,80,40,70,100,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMuSLmgvFuwPNg**,2,,,,,,,,,,,,1,1,1,3,1,2,3,3,2,,2,,75,49,67,100,45,59,,,,1,1,1,1,4,6,1,1,1,4,6,1,1,1,3,7,1,1,1,4,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuSNruKILQR_A**,1,1,2,2,3.5,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,67,1,1,2,3,2,,1,,0,30,20,52,83,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuSOdrGepKjMA**,3,,,,,,,,,,,,6,1,3,52,2,1,2,6,1,,,2,60,19,48,48,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,2,8,1,1,1,3,7,1,1,1,6,4,1,1,1,5,5,1
EQMtgbNuEMusorsL2nBMow**,3,,,,,,,,,,,,1,2,1,25,1,4,2,4,1,,,1,60,5,60,60,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMuSoudncIbFMw**,3,,,,,,,,,,,,1,1,1,51,1,4,5,3,3,2,,,20,20,20,80,30,80,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMuSPjszj-I6Cg**,3,,,,,,,,,,,,7,2,4,21,2,1,2,3,1,,,2,96,85,89,86,87,92,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,1,10,0,1,1,1,7,3,1,1,1,5,5,1,1,1,10,0,1
EQMtgbNuEMuSq_P6bK3HXA**,3,,,,,,,,,,,,3,1,2,39,1,3,5,3,2,,2,,0,10,2,96,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,8,2,1,1,1,3,7,1,1,1,3,7,1,1,1,3,7,1
EQMtgbNuEMusqt3gmEvZRg**,3,,,,,,,,,,,,1,2,1,50,1,4,6,3,2,,1,,19,92,39,62,62,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,4,6,1,1,1,5,5,1,1,1,7,3,1,1,1,5,5,1
EQMtgbNuEMuSRMM04UWaNw**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,55,1,3,1,2,2,,2,,19,30,20,50,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuSSdPock8JMg**,2,,,,,,,,,,,,1,2,1,15,1,2,3,3,4,3,,,13,22,26,52,41,57,,,,1,1,1,1,7,3,1,1,1,6,4,1,1,1,5,5,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuSSKcht09ByA**,2,,,,,,,,,,,,1,1,3,26,1,3,2,2,1,,,2,7,58,83,89,63,53,,,,1,1,1,1,9,1,1,1,1,7,3,1,1,1,9,1,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuSSR_UPKUgAA**,2,,,,,,,,,,,,1,1,1,28,1,1,5,1,2,,1,,0,97,0,0,50,27,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMusu3N_JRjRVQ**,2,,,,,,,,,,,,7,2,2,18,1,1,5,5,1,,,1,86,0,100,75,0,73,,,,1,1,1,1,10,0,1,1,1,8,2,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMusUlwYxwzG1Q**,2,,,,,,,,,,,,1,2,3,8,1,4,3,2,1,,,1,68,18,58,84,68,57,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMusUSs602bYNw**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,4,1,4,18,2,8,5,3,1,,,1,97,44,60,40,39,39,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuSwGCuNut6-A**,3,,,,,,,,,,,,6,1,1,3,1,3,2,6,3,3,,,85,9,9,76,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,5,5,1,1,1,10,0,1,1,1,5,5,1
EQMtgbNuEMusy-4dewHz8Q**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,4,2,4,4,1,4,3,2,1,,,2,81,49,60,63,76,78,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuszEC1YaK_yA**,2,,,,,,,,,,,,1,2,1,37,1,9,7,4,1,,,2,84,15,56,100,0,70,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMut02NFKy-_XQ**,3,,,,,,,,,,,,1,1,1,37,1,3,5,3,1,,,2,18,30,30,50,50,49,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1
EQMtgbNuEMuT0dbubeReyA**,3,,,,,,,,,,,,1,2,2,48,1,1,2,2,1,,,1,75,5,65,75,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,10,0,1,1,1,9,1,1,1,1,9,1,1,1,1,10,0,1
EQMtgbNuEMut1PSCvQ157g**,3,,,,,,,,,,,,1,2,1,50,1,9,5,2,2,,2,,8,49,23,100,82,84,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,5,5,1,1,1,9,1,1,1,1,5,5,1,1,1,7,3,1
EQMtgbNuEMut2qQJ689nNw**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,2,1,36,1,4,3,3,3,3,,,7,19,19,80,19,28,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMut3WXiNQqSCw**,3,,,,,,,,,,,,1,1,2,27,1,4,4,2,1,,,1,97,42,96,87,46,68,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,1,6,4,1,1,1,7,3,1,1,1,6,4,1,1,1,7,3,1
EQMtgbNuEMuTbYXg-a59Uw**,3,,,,,,,,,,,,1,2,1,46,1,2,5,2,3,,,,3,9,1,51,60,51,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,7,3,1,1,1,7,3,1,1,1,7,3,1,1,1,7,3,1
EQMtgbNuEMutEJ0gVL3DYA**,3,,,,,,,,,,,,1,2,1,22,1,6,2,3,3,3,,,20,9,40,100,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuTEN5o0yTBaw**,,,,,,,,,,,,,1,1,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutf7O7LvnBiw**,1,1,2,2,3.5,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,5,62,1,2,2,6,1,,,2,1,51,11,83,49,51,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutHdEyLrUKVQ**,2,,,,,,,,,,,,1,1,3,21,1,1,3,1,1,,,2,100,32,97,40,18,94,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutHJhPxSTH8Q**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,35,2,1,3,2,2,,2,,1,80,29,81,50,71,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutHqvTtzIukA**,3,,,,,,,,,,,,7,1,1,31,1,3,2,2,4,3,,,38,23,58,39,10,29,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,3,1,1,1,6,4,1,1,1,7,3,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMuTIL1ohGPAmw**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,6,1,1,43,1,6,2,4,1,,,2,9,4,7,7,3,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutjr5uxofJeg**,2,,,,,,,,,,,,1,1,2,35,1,7,5,2,1,,,1,92,2,83,99,2,72,,,,1,1,1,1,5,5,1,1,1,6,4,1,1,1,5,5,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuTkv3e9QoPbA**,2,,,,,,,,,,,,6,1,4,44,2,8,5,4,1,,,2,80,30,61,60,20,91,,,,1,1,1,1,7,3,1,1,1,4,6,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuTlfrAXaCwew**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,2,5,39,1,1,3,4,1,,,1,81,19,81,71,0,71,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutLPHlke8TlA**,3,,,,,,,,,,,,1,2,1,43,1,7,5,1,2,,1,,0,65,0,35,60,51,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,3,7,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1
EQMtgbNuEMutLxOer4de5A**,3,,,,,,,,,,,,7,2,1,67,1,2,2,4,1,,,1,100,2,100,93,3,71,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,5,5,1,1,1,3,7,1,1,1,5,5,1,1,1,6,4,1
EQMtgbNuEMuTNs2MxZZBcw**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,24,1,6,6,2,2,,1,,10,100,4,91,76,26,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutNsQuuUtmtw**,1,1,2,2,3.5,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,35,1,9,3,2,1,,,2,43,12,28,28,5,28,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutP1D6tnELqw**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,3,38,2,1,2,1,2,,2,,0,94,18,0,65,57,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutpd_KxcPrAA**,2,,,,,,,,,,,,7,1,3,24,1,5,3,4,1,,,2,80,50,79,59,49,79,,,,1,1,1,1,7,3,1,1,1,5,5,1,1,1,6,4,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuTqDn4wlppQw**,2,,,,,,,,,,,,7,1,1,17,1,6,3,4,3,1,,,63,21,60,67,3,57,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuTqXl8uAVdSw**,,,,,,,,,,,,,1,1,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutryy0WEihDQ**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,2,1,40,1,1,2,6,2,,2,,0,50,8,7,8,31,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuTTkQHKTotfQ**,2,,,,,,,,,,,,1,2,5,49,1,1,3,6,3,1,,,70,10,51,50,6,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutUnW5MvZkfw**,3,,,,,,,,,,,,1,2,1,21,1,5,5,2,2,,1,,0,46,0,20,67,81,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuTUsJBT7OuxQ**,3,,,,,,,,,,,,1,2,2,30,1,1,3,3,1,,,2,55,7,11,26,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMutyoBrIBI5QQ**,2,,,,,,,,,,,,1,2,2,18,1,1,3,6,1,,,1,100,64,97,88,63,9,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuTYWbLL_wMPw**,3,,,,,,,,,,,,7,1,1,41,1,2,2,3,4,3,,,9,12,3,90,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,5,5,1,1,1,8,2,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMutzMwF9F58bQ**,2,,,,,,,,,,,,1,2,2,39,1,7,5,3,1,,,2,97,1,61,62,2,5,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuU09VE4bot7A**,2,,,,,,,,,,,,1,2,1,50,1,1,5,5,1,,,1,93,9,79,75,1,68,,,,1,1,1,1,7,3,1,1,1,7,3,1,1,1,7,3,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuu11qeD3VexQ**,3,,,,,,,,,,,,1,1,1,31,1,6,6,5,1,,,2,40,9,30,71,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMuu3V4SUm9CKg**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,1,2,4,2,1,3,4,1,,,2,91,30,91,75,54,54,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuU88Mr9-N6Yg**,3,,,,,,,,,,,,1,1,2,9,1,2,2,2,1,,,1,34,5,73,55,23,69,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,4,6,1,1,1,5,5,1,1,1,5,5,1,1,1,4,6,1
EQMtgbNuEMuuAdFolSMM6w**,2,,,,,,,,,,,,1,1,1,2,1,6,1,2,2,,1,,0,100,0,100,11,9,,,,1,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuubiZdVT9dvQ**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,2,53,1,1,3,3,1,,,2,91,18,60,90,50,30,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuUCi8Q__EfqA**,2,,,,,,,,,,,,1,1,2,35,1,9,6,3,3,1,,,80,9,51,91,5,95,,,,1,1,1,1,10,0,1,1,1,8,2,1,1,1,8,2,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuUg35G9foihQ**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,2,1,7,1,1,2,6,3,3,,,2,57,3,3,1,7,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuugW65nbp84Q**,2,,,,,,,,,,,,4,2,4,22,1,8,5,3,2,,1,,78,43,80,56,69,88,,,,1,1,1,1,3,7,1,1,1,6,4,1,1,1,3,7,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuujBWSsALw-A**,,,,,,,,,,,,,2,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuUL4yNbbG9Xw**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,1,1,50,1,9,6,3,2,,1,,5,69,5,54,30,46,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuUnUNdBb0_4w**,3,,,,,,,,,,,,1,2,5,41,1,1,5,1,4,3,,,100,3,100,100,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuUoDqbqHETZA**,3,,,,,,,,,,,,7,2,3,9,1,1,3,2,4,3,,,89,42,33,54,20,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,2,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuuQamgB0Po-Q**,3,,,,,,,,,,,,7,2,1,38,1,6,4,6,3,3,,,50,49,49,30,29,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuuQyY16FgGFQ**,2,,,,,,,,,,,,7,2,7,2,1,1,3,6,1,,,1,100,3,100,100,3,3,,,,1,1,1,1,7,3,1,1,1,3,7,1,1,1,5,5,1,1,1,4,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuuroXXzUCV3g**,3,,,,,,,,,,,,1,2,1,40,1,1,2,3,1,,,1,61,22,61,100,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,10,0,1,1,1,8,2,1,1,1,5,5,1,1,1,8,2,1
EQMtgbNuEMuUsYpAknQYlg**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,2,24,1,6,5,3,2,,2,,100,71,46,100,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuutmZDtaoabw**,3,,,,,,,,,,,,7,2,1,26,1,8,4,2,2,,1,,0,80,0,0,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,10,0,1,1,1,8,2,1,1,1,10,0,1
EQMtgbNuEMuuUiIIvaqJkQ**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,33,1,1,2,1,2,,,,0,80,0,80,85,70,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuUujjWZjl_Sw**,2,,,,,,,,,,,,1,1,3,36,1,4,4,3,3,1,,,10,10,10,50,10,10,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuuvttWGrlF3A**,3,,,,,,,,,,,,7,2,1,25,1,1,3,4,1,,,1,75,10,63,100,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMuUyoCHuF0gdA**,3,,,,,,,,,,,,5,1,5,40,1,3,3,6,3,3,,,12,3,2,48,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,5,5,1,1,1,0,10,1,1,1,10,0,1,1,1,3,7,1
EQMtgbNuEMuuzNHFXqjVUw**,2,,,,,,,,,,,,1,1,2,38,1,2,2,3,3,3,,,51,50,49,100,50,100,,,,1,1,1,1,8,2,1,1,1,5,5,1,1,1,7,3,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuv2cec3-DPTA**,2,,,,,,,,,,,,1,2,1,28,1,7,2,6,3,2,,,32,52,38,100,98,54,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuv2HM5t-4Hfg**,3,,,,,,,,,,,,5,2,4,26,1,5,5,3,3,3,,,72,58,82,73,75,78,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,1,3,7,1,1,1,4,6,1,1,1,5,5,1,1,1,4,6,1
EQMtgbNuEMuV3-0F16NlnQ**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,52,1,1,3,3,1,,,2,82,22,78,72,12,26,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuV54Fjwq53KA**,3,,,,,,,,,,,,1,1,1,63,1,2,5,2,2,,2,,2,74,9,74,67,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMuv5lc810a-rw**,,,,,,,,,,,,,1,2,3,31,1,9,3,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuV7SzAn7ZbNQ**,2,,,,,,,,,,,,1,2,7,49,1,6,5,4,1,,,1,92,9,81,100,0,56,,,,1,1,1,1,10,0,1,1,1,7,3,1,1,1,6,4,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuv9BzWuFO3Uw**,3,,,,,,,,,,,,1,2,3,23,1,1,2,3,1,,,1,100,8,100,100,79,88,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,8,2,1,1,1,7,3,1,1,1,8,2,1,1,1,9,1,1
EQMtgbNuEMuv9uawlrrqoQ**,2,,,,,,,,,,,,1,2,3,10,1,2,2,6,1,,,2,55,12,55,87,73,70,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuvFBayyxR2Sg**,2,,,,,,,,,,,,1,1,2,51,1,8,3,4,1,,,1,92,9,79,90,5,72,,,,1,1,1,1,10,0,1,1,1,0,10,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuvGUYT_qQg5A**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,3,51,1,1,3,3,1,,,2,49,39,29,50,40,19,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuvH5q6u57mtQ**,2,,,,,,,,,,,,6,1,4,12,1,9,5,2,2,,2,,63,66,43,39,61,11,,,,1,1,1,1,10,0,1,1,1,9,1,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMuvhuISi1tV6w**,3,,,,,,,,,,,,1,1,1,31,1,9,5,3,3,3,,,20,9,9,60,0,91,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,4,6,1,1,1,5,5,1,1,1,3,7,1,1,1,4,6,1
EQMtgbNuEMuVHx9u-ENJyQ**,3,,,,,,,,,,,,1,1,4,8,1,3,3,4,1,,,1,75,14,100,100,18,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,2,8,1,1,1,5,5,1,1,1,3,7,1
EQMtgbNuEMuVjAiadj9cHQ**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,2,46,1,1,5,2,2,,2,,100,70,9,100,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
