psid,study1,scholarshipCondition,gpa1,gpa2,gpa1value,gpa2value,name1,name2,club1,club2,scholarship,Q40,Q102,Q43,Q44,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q13,Q14,Q103_4,Q42,Q46,Q48,Q50,Q52_1,Q52_2,Q54,Q56,Q58,Q60_1,Q60_2,Q62,Q64,Q66,Q68_1,Q68_2,Q70,Q72,Q74,Q76_1,Q76_2,Q78,Q126,Q72,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98_1,Q98_2,Q100,Q102,Q104,Q106_1,Q106_2,Q108,Q110,Q112,Q114_1,Q114_2,Q116,Q118,Q120,Q122_1,Q122_2,Q124
EQMtgbNuEMtF_a9SsFW4pg**,1,1,2,2,3.5,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,2,45,1,1,5,3,1,,,1,59,19,50,80,8,70,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtF3qFmyeCNiQ**,3,,,,,,,,,,,,1,2,1,7,1,1,2,4,3,2,,,3,44,14,100,8,100,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,7,3,1,1,1,5,5,1,1,1,5,5,1,1,1,6,4,1
EQMtgbNuEMtf3QL-QQRn7w**,3,,,,,,,,,,,,7,2,1,18,1,4,2,2,2,,1,,1,100,1,100,71,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,4,1,1,1,8,2,1,1,1,9,1,1,1,1,8,2,1,1,1,8,2,1
EQMtgbNuEMtF4TU7gfTAKQ**,3,,,,,,,,,,,,3,1,4,25,1,3,5,3,1,,,1,81,49,82,85,70,69,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,3,7,1,1,1,6,4,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtf5OC4pcOlzA**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,2,1,44,1,1,3,4,1,,,2,95,0,91,60,0,70,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtF9B-Kvv8m7w**,2,,,,,,,,,,,,1,1,1,18,1,1,4,6,3,3,,,0,0,0,75,0,0,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfAI451h4DxQ**,2,,,,,,,,,,,,1,2,5,42,1,9,5,3,2,,2,,60,75,60,86,20,50,,,,1,1,1,1,9,1,1,1,1,7,3,1,1,1,9,1,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfDNZNvl7ecg**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,3,35,1,3,5,5,3,3,,,28,14,36,59,7,78,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfeZGK7jziFQ**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,2,1,1,36,1,6,6,4,1,,,2,50,21,28,48,2,74,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtFFl23Dm2_rw**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,7,1,6,5,3,3,3,,,79,55,66,50,2,100,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfH7gP8l3j7A**,3,,,,,,,,,,,,6,1,4,12,1,1,3,6,1,,,2,61,28,50,38,31,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtfi8Sa9AcgKg**,3,,,,,,,,,,,,1,2,1,9,1,4,2,6,4,3,,,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,2,8,1,1,1,2,8,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtFIRuGAoSIiA**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,18,1,2,5,3,2,,2,,0,80,1,60,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtFjg0Bl6CKgA**,2,,,,,,,,,,,,7,2,7,14,1,9,6,3,1,,,2,92,9,65,42,21,47,,,,1,1,1,1,10,0,1,1,1,7,3,1,1,1,8,2,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfKM3lLJAtzA**,,,,,,,,,,,,,1,2,2,3,1,8,3,4,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfMK4NfGpCMw**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,2,1,50,1,1,5,5,1,,,1,91,1,91,91,1,40,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtFN8h7MDAzCw**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,1,2,8,1,5,2,2,1,,,1,50,0,80,82,34,43,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtFqmpDzymJSg**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,2,53,2,4,3,3,1,,,1,90,49,79,99,24,49,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfR4am2FkL8g**,3,,,,,,,,,,,,7,1,2,3,1,1,3,6,1,,,2,100,28,59,50,6,51,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,7,3,1,1,1,5,5,1,1,1,8,2,1,1,1,6,4,1
EQMtgbNuEMtfR9WiNanGhg**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,6,1,2,3,6,3,3,,,8,52,53,10,11,100,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtFsCmXhwb9Dg**,2,,,,,,,,,,,,1,2,2,49,1,5,3,1,1,,,1,100,13,100,100,0,0,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfSvrrEHYQgg**,3,,,,,,,,,,,,1,2,3,33,1,5,5,3,3,1,,,47,46,45,45,45,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfu-4TLy8zuw**,2,,,,,,,,,,,,1,2,3,11,1,2,2,3,3,3,,,40,37,40,35,38,42,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtFuiWXj1eUbA**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,6,1,1,35,1,1,4,4,3,3,,,50,50,50,51,51,50,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtfvkIBw8Fopw**,3,,,,,,,,,,,,7,1,1,25,1,9,3,2,3,2,,,1,51,40,60,47,99,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,10,0,1,1,1,10,0,1,1,1,0,10,1,1,1,0,10,1
EQMtgbNuEMtFVL5MiA3VFg**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,4,1,2,2,3,3,2,,,4,10,6,70,70,70,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtg-eg1QD-GWA**,2,,,,,,,,,,,,1,1,3,34,1,4,3,4,1,,,2,70,40,70,73,41,41,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtg0sYrkaVFqw**,2,,,,,,,,,,,,6,1,1,27,1,2,3,5,1,,,1,70,23,52,95,6,86,,,,1,1,1,1,7,3,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtG0yCOvuX47A**,2,,,,,,,,,,,,7,1,4,22,1,1,2,3,3,3,,,45,32,36,57,41,67,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,4,6,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtg1ICgCMwC3Q**,2,,,,,,,,,,,,1,2,1,62,1,3,3,3,1,,,2,38,15,38,16,17,56,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtg4RL8mEzPOg**,3,,,,,,,,,,,,1,2,1,7,1,1,3,3,3,3,,,59,49,50,89,49,70,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1
EQMtgbNuEMtG6AYOPJeU_w**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,2,51,1,2,5,6,1,,,1,93,7,75,66,1,96,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtg7PwooZ0uEg**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,62,1,3,5,3,3,2,,,10,54,29,56,45,57,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtG8tuk2sWQ-A**,3,,,,,,,,,,,,1,1,1,40,1,1,2,6,4,3,,,81,25,25,94,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,6,4,1,1,1,6,4,1,1,1,7,3,1
EQMtgbNuEMtGAIoi71BN7w**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,2,7,1,1,4,1,1,,,1,100,51,72,100,29,41,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtGazTGeDSvvw**,3,,,,,,,,,,,,1,2,3,31,1,1,2,6,2,,2,,0,50,7,99,51,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,7,3,1,1,1,4,6,1,1,1,5,5,1,1,1,6,4,1
EQMtgbNuEMtGd7U2S1CCBA**,,,,,,,,,,,,,1,1,4,46,2,2,1,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtGdKq_fHkWGw**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,2,42,1,1,2,6,1,,,1,99,0,90,90,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtGgsukNKmOyw**,3,,,,,,,,,,,,1,2,1,36,1,1,5,3,1,,,2,50,18,38,48,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtggwRH1LLrvg**,1,1,1,1,4,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,7,2,2,10,1,1,2,4,1,,,2,100,47,70,92,4,39,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtGI5ipEja1Dw**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,1,1,18,1,1,5,5,3,1,,,80,0,66,50,0,50,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtgjk5lcVD9Kg**,3,,,,,,,,,,,,1,1,3,16,1,5,5,3,1,,,1,78,49,69,81,47,55,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,3,1,1,1,5,5,1,1,1,6,4,1,1,1,7,3,1,1,1,5,5,1
EQMtgbNuEMtGn20_9Ef3qA**,2,,,,,,,,,,,,1,2,1,38,1,6,3,3,2,,2,,5,71,31,55,68,68,,,,1,1,1,1,5,5,1,1,1,9,1,1,1,1,9,1,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtGPx6cVPxNNw**,2,,,,,,,,,,,,1,1,2,5,1,4,3,1,3,1,,,55,50,54,55,52,54,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtgRgNqZ3n0ug**,3,,,,,,,,,,,,1,1,1,54,1,5,3,3,1,,,1,94,3,80,89,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtgRMZP6V-fFw**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,1,17,1,4,2,2,2,,1,,0,50,0,19,71,50,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtGTAfS05sM7g**,2,,,,,,,,,,,,1,2,2,16,1,9,8,6,4,3,,,30,30,30,78,30,30,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtGTUnaoNaFYg**,3,,,,,,,,,,,,1,2,2,19,1,1,3,4,1,,,2,83,14,62,70,14,54,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,7,3,1,1,1,6,4,1,1,1,7,3,1,1,1,6,4,1
EQMtgbNuEMtgU6uvnzVtcA**,2,,,,,,,,,,,,1,2,1,55,1,1,3,3,4,3,,,0,0,0,0,0,0,,,,1,1,1,1,8,2,1,1,1,5,5,1,1,1,5,5,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtgUk-0Ghdbmw**,3,,,,,,,,,,,,1,1,3,7,2,1,3,4,1,,,1,81,1,80,60,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,8,2,1,1,1,7,3,1,1,1,8,2,1,1,1,8,2,1
EQMtgbNuEMtGUoVhJwt7Ww**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,1,1,57,1,9,5,4,1,,,2,100,14,84,82,7,100,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtgvQBGXKrTlQ**,2,,,,,,,,,,,,1,2,2,50,1,1,3,3,1,,,1,80,63,81,99,66,65,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtGW6YWsWZv9A**,,,,,,,,,,,,,7,1,2,31,2,3,5,6,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMth_Af4H_LHJQ**,3,,,,,,,,,,,,1,1,2,61,1,1,5,4,1,,,1,98,10,81,100,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,8,2,1,1,1,6,4,1,1,1,8,2,1,1,1,8,2,1
EQMtgbNuEMtH0mGNkumh_g**,2,,,,,,,,,,,,7,1,1,24,1,1,3,6,3,3,,,50,50,50,50,50,50,,,,1,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,1,0,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMth0u2t8faSYg**,,,,,,,,,,,,,5,1,5,7,1,1,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMth1e_CwHMDCw**,3,,,,,,,,,,,,1,2,2,45,1,1,3,1,1,,,2,100,19,43,100,7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtH1VI6M3SyWQ**,1,2,1,2,4,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,3,30,1,7,5,2,2,,2,,14,10,3,38,100,50,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMth2fgD3iRIHw**,3,,,,,,,,,,,,1,1,2,36,1,3,3,2,1,,,1,80,10,62,81,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMth4gfM2RrOCQ**,2,,,,,,,,,,,,1,1,2,29,1,1,3,3,1,,,2,100,9,62,58,21,44,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMth6qw42TYzSA**,3,,,,,,,,,,,,1,2,1,31,1,3,2,6,3,3,,,30,10,10,100,9,40,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,6,4,1,1,1,6,4,1,1,1,5,5,1,1,1,6,4,1
EQMtgbNuEMth7SmmBQUldQ**,3,,,,,,,,,,,,1,2,2,42,1,1,2,1,1,,,1,100,6,100,100,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtHB2EVl97F2Q**,2,,,,,,,,,,,,1,1,1,16,1,4,4,2,3,2,,,20,62,8,50,72,97,,,,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtHB9gWKjbs9Q**,2,,,,,,,,,,,,1,1,1,18,1,9,8,3,1,,,2,62,2,73,67,0,41,,,,1,1,1,1,9,1,1,1,1,7,3,1,1,1,8,2,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtHbaYXwUE9DQ**,1,1,1,2,4,3.5,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,2,1,13,1,1,2,1,2,,1,,1,40,1,100,41,41,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtHc8LEHYG5tw**,2,,,,,,,,,,,,1,1,1,50,1,1,3,6,3,3,,,9,9,8,8,12,11,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMthC8w2tv9ApA**,2,,,,,,,,,,,,6,2,1,7,1,7,5,5,3,1,,,76,3,56,97,1,89,,,,1,1,1,1,9,1,1,1,1,5,5,1,1,1,7,3,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtHgyg3-5C4PQ**,1,2,2,1,3.5,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,2,5,42,2,2,3,1,2,,1,,1,41,1,1,45,53,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtHhDvlxb7sQw**,3,,,,,,,,,,,,1,1,1,10,1,1,4,5,1,,,1,98,0,100,100,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtHI2a7BIknog**,3,,,,,,,,,,,,6,1,7,7,1,6,1,1,2,,1,,5,100,6,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMthIJO5Ge5qrA**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,1,47,1,9,7,3,3,3,,,21,35,14,100,14,100,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMthk1666qDldg**,3,,,,,,,,,,,,1,1,2,58,1,2,5,3,1,,,1,91,0,70,100,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,5,5,1,1,1,8,2,1,1,1,5,5,1,1,1,4,6,1
EQMtgbNuEMtHmZ6proUe6w**,1,2,1,1,4,4,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,7,2,2,11,1,3,5,2,3,3,,,71,71,72,71,71,72,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMthnHAgeiaKOA**,2,,,,,,,,,,,,7,2,6,51,1,1,3,6,1,,,1,99,0,100,99,0,98,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMthOFIpdSUmKQ**,2,,,,,,,,,,,,1,1,5,49,1,8,3,3,2,,2,,0,38,19,70,70,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtHoLfIGHaIOg**,3,,,,,,,,,,,,1,2,4,24,1,9,5,4,1,,,2,40,22,35,99,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,2,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMtHrp863L68og**,1,1,2,1,3.5,4,Arthur Wolfe,Jeremy O'Neil,President of the Young Republicans,President of the Young Democrats,partisan,,1,1,2,3,1,1,2,6,1,,,2,67,47,54,39,50,32,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtHtS6qX7wrCg**,3,,,,,,,,,,,,1,2,1,20,1,6,4,3,3,2,,,26,73,21,16,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,7,3,1,1,1,6,4,1,1,1,6,4,1
EQMtgbNuEMtHUrxWh0mltg**,2,,,,,,,,,,,,4,1,4,21,1,5,5,3,1,,,1,84,60,91,15,10,31,,,,1,1,1,1,8,2,1,1,1,5,5,1,1,1,2,8,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtHuVFAwnDgyg**,,,,,,,,,,,,,6,1,2,3,1,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMthy8cL7izKTA**,,,,,,,,,,,,,3,2,2,35,2,1,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMthyW25bhWHag**,2,,,,,,,,,,,,6,1,1,49,1,9,6,1,2,,1,,0,80,19,47,61,70,,,,1,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,1,10,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMthzH7NaoM_oQ**,2,,,,,,,,,,,,1,2,2,18,1,4,4,6,4,3,,,95,8,98,100,12,10,,,,1,1,1,1,1,9,1,1,1,2,8,1,1,1,2,8,1,1,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMtI_Cailau7Qw**,2,,,,,,,,,,,,1,1,2,10,1,2,5,3,3,1,,,40,0,60,71,0,42,,,,1,1,1,1,9,1,1,1,1,5,5,1,1,1,6,4,1,1,1,8,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMti_puFqh4hEQ**,3,,,,,,,,,,,,6,2,1,2,1,8,3,4,1,,,2,85,35,54,100,35,58,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,4,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1,1,1,5,5,1
EQMtgbNuEMti5TBmStt36A**,1,2,2,2,3.5,3.5,Jamal Washington,Arthur Wolfe,President of the African American Student Association,President of Future Business Leaders Club,race,,1,1,1,8,1,1,5,3,2,,2,,30,71,55,71,30,76,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMti8P-ftMl37g**,2,,,,,,,,,,,,1,1,1,50,1,6,3,1,2,,1,,2,50,10,4,82,81,,,,1,1,1,1,8,2,1,1,1,10,0,1,1,1,5,5,1,1,1,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQMtgbNuEMticGPSLHwTEA**,2,,,,,,,,,,,,1,1,1,37,1,4,2,3,3,2,,,20,56,42,77,52,87,,,,1,1,1,1,5,5,1,1,1,6,4,1,1,1,6,4,1,1,1,6,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
